Image,City,HasWindows,Reject,Flag,meanLum,sdLum,colorspace,Notes
The University Club Of St Paul.jpg,stp,True,False,False,137.354582248521,22.6902159494219,cielab,
Thirty Six Cafe.jpg,stp,False,False,False,137.366911242604,23.0046037800037,cielab,
Treasure Island Center.jpg,stp,True,False,False,137.325777514793,22.8871219652252,cielab,
Union Depot.jpg,stp,True,False,False,137.3792,22.9829997171617,cielab,
Vietnam Veterans Memorial.jpg,stp,False,False,False,137.378362130178,22.7987371074821,cielab,
Wabasha Street Bridge.jpg,stp,False,False,False,137.353926627219,22.9183112204408,cielab,
Wabasha Street Caves.jpg,stp,True,False,False,137.36714556213,22.8309881674941,cielab,
Wabasha Street Snoopy.jpg,stp,False,False,False,137.36114556213,23.0319147223249,cielab,
Wells Fargo Building.jpg,stp,True,False,False,137.33238816568,22.8954475411012,cielab,
Wells Fargo.jpg,stp,True,False,False,137.356241420118,22.7213931666878,cielab,
Western Sculpture Park1.jpg,stp,False,False,False,137.385197633136,22.7949274242001,cielab,
Western Sculpture Park2.jpg,stp,False,False,False,137.25429112426,22.7578303824514,cielab,
Western Sculpture Park3.jpg,stp,False,False,False,137.361898224852,22.8137863975534,cielab,
Western Sculpture Park4.jpg,stp,False,False,False,137.375912426036,23.080050222006,cielab,
Western Sculpture Park5.jpg,stp,False,False,False,137.353391715976,22.7860966531263,cielab,
World War I Memorial.jpg,stp,False,False,False,137.363500591716,22.7871363557634,cielab,
Xcel Energy Center.jpg,stp,True,False,False,137.378915976331,23.0109974522612,cielab,
Yacht Club.jpg,stp,False,False,True,137.378613017751,22.9882132673292,cielab,
